http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computing_and_society	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computing_websites	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Concurrent_computing	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_engineering	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computing_platforms	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computing_terminology	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computing-related_lists	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Events_(computing)	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_networking	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_occupations	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:World_Wide_Web	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computing_commands	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:History_of_computing	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Software	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_performance	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_programming	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computers	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_errors	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_television_series	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_security	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_magazines	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Software_engineering	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_standards	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_science	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Data	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Natural_language_and_computing	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_books	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_systems	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Information_technology	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Information_systems	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Internet	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_data	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computing_infrastructure	part_of
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_languages	related_to
http://dbpedia.org/resource/Category:Computing	http://dbpedia.org/resource/Category:Computer_industry	part_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Books_about_computer_and_internet_companies	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:No_Starch_Press_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Robotics_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Books_about_free_software	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Packt_Publishing_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Books_about_video_games	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Cryptography_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:O'Reilly_Media_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Addison-Wesley_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Computer_science_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Software_development_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Computer_book_publishing_companies	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Books_about_Linux	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Computer_security_books	subclass_of
http://dbpedia.org/resource/Category:Computer_books	http://dbpedia.org/resource/Category:Books_about_the_Internet	subclass_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_management	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_retention	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Cache_(computing)	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_security	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_serialization_formats	related_to
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_transmission	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Character_encoding	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Databases	related_to
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Files	related_to
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Input/output	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Computer_memory	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_structures	related_to
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_interchange_standards	related_to
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_compression	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Computer_storage	part_of
http://dbpedia.org/resource/Category:Computer_data	http://dbpedia.org/resource/Category:Data_differencing	part_of
http://dbpedia.org/resource/Category:Computer_engineering	http://dbpedia.org/resource/Category:Computer_systems	related_to
http://dbpedia.org/resource/Category:Computer_engineering	http://dbpedia.org/resource/Category:Computer_hardware	related_to
http://dbpedia.org/resource/Category:Computer_engineering	http://dbpedia.org/resource/Category:Computer_architecture	part_of
http://dbpedia.org/resource/Category:Computer_errors	http://dbpedia.org/resource/Category:Software_anomalies	subclass_of
http://dbpedia.org/resource/Category:Computer_errors	http://dbpedia.org/resource/Category:Video_game_glitches	subclass_of
http://dbpedia.org/resource/Category:Computer_errors	http://dbpedia.org/resource/Category:Screens_of_death	subclass_of
http://dbpedia.org/resource/Category:Computer_industry	http://dbpedia.org/resource/Category:Software_industry	part_of
http://dbpedia.org/resource/Category:Computer_industry	http://dbpedia.org/resource/Category:Businesspeople_in_computing	part_of
http://dbpedia.org/resource/Category:Computer_industry	http://dbpedia.org/resource/Category:Computer-related_trade_shows	related_to
http://dbpedia.org/resource/Category:Computer_industry	http://dbpedia.org/resource/Category:Computer_companies	related_to
http://dbpedia.org/resource/Category:Computer_industry	http://dbpedia.org/resource/Category:Vaporware	related_to
http://dbpedia.org/resource/Category:Computer_languages	http://dbpedia.org/resource/Category:Programming_languages	subclass_of
http://dbpedia.org/resource/Category:Computer_languages	http://dbpedia.org/resource/Category:Data_types	subclass_of
http://dbpedia.org/resource/Category:Computer_languages	http://dbpedia.org/resource/Category:Data_modeling_languages	subclass_of
http://dbpedia.org/resource/Category:Computer_languages	http://dbpedia.org/resource/Category:Transformation_languages	subclass_of
http://dbpedia.org/resource/Category:Computer_languages	http://dbpedia.org/resource/Category:Specification_languages	subclass_of
http://dbpedia.org/resource/Category:Computer_languages	http://dbpedia.org/resource/Category:Markup_languages	subclass_of
