10002944	10011122
10002944	10011123
10002950	10003741
10002950	10003712
10002950	10003624
10002950	10003714
10002950	10003648
10002950	10003705
10002951	10002952
10002951	10003227
10002951	10003317
10002951	10003260
10002951	10003152
10002952	10003212
10002952	10002971
10002952	10003400
10002952	10002953
10002952	10003219
10002952	10003190
10002952	10003197
10002953	10010146
10002953	10002955
10002953	10010820
10002953	10002959
10002953	10010819
10002971	10003450
10002971	10003451
10002978	10003001
10002978	10002991
10002978	10003014
10002978	10003006
10002978	10003018
10002978	10003029
10002978	10002986
10002978	10002997
10002978	10002979
10002978	10003022
10002979	10002980
10002979	10002981
10002979	10002982
10002979	10002983
10002979	10002984
10002979	10002985
10002981	10011602
10002981	10011745
10002982	10011598
10002982	10011600
10002986	10002990
10002986	10002987
10002986	10002988
10002986	10002989
10002991	10002992
10002991	10002993
10002991	10002994
10002991	10002995
10002991	10002996
10002991	10010839
10002992	10003479
10002992	10011618
10002992	10011619
10002997	10002998
10002997	10002999
10002997	10003000
10003000	10011611
10003000	10011612
10003001	10003002
10003001	10003003
10003001	10003599
10003001	10010777
10003001	10011746
10003006	10003013
10003006	10003007
10003006	10011610
10003006	10011634
10003006	10011747
10003006	10011617
10003006	10011608
10003006	10003011
10003007	10003008
10003007	10003009
10003007	10003010
10003014	10003015
10003014	10003016
10003014	10003017
10003014	10011610
10003014	10011617
10003018	10003019
10003018	10011607
10003018	10003020
10003018	10003021
10003022	10003023
10003022	10003465
10003022	10003026
10003022	10003027
10003022	10003028
10003029	10011703
10003029	10003031
10003029	10011150
10003029	10003032
10003033	10003034
10003033	10003079
10003033	10003068
10003033	10003058
10003033	10003039
10003033	10003106
10003033	10003083
10003033	10003099
10003034	10003035
10003034	10003038
10003035	10003036
10003035	10003037
10003039	10003045
10003039	10003056
10003039	10003048
10003039	10003049
10003039	10011655
10003039	10003050
10003039	10003040
10003039	10003051
10003039	10003041
10003039	10003053
10003039	10003044
10003041	10003042
10003041	10003043
10003045	10003046
10003045	10003047
10003051	10003052
10003053	10003054
10003053	10003055
10003058	10003059
10003058	10003062
10003058	10003063
10003058	10003064
10003058	10003065
10003058	10003066
10003059	10003060
10003059	10003061
10003062	10011659
10003064	10011660
10003064	10011657
10003065	10011642
10003066	10003067
10003068	10003078
10003068	10003069
10003068	10003073
10003069	10003070
10003069	10003071
10003069	10003072
10003073	10003074
10003073	10003075
10003073	10003076
10003073	10003077
10003079	10011672
10003079	10011704
10003079	10003080
10003079	10003081
10003079	10003082
10003083	10003014
10003083	10011739
10003083	10003090
10003083	10003094
10003083	10003084
10003083	10003095
10003083	10003097
10003083	10003098
10003084	10003089
10003084	10003085
10003084	10003086
10003084	10003087
10003084	10003088
10003090	10011643
10003090	10003091
10003090	10003092
10003090	10003093
10003095	10010752
10003099	10003100
10003099	10003101
10003099	10003102
10003099	10003103
10003099	10003037
10003099	10003104
10003099	10003105
10003106	10003111
10003106	10003112
10003106	10010582
10003106	10003113
10003106	10003114
10003106	10003107
10003106	10003108
10003106	10003119
10003106	10003109
10003106	10011705
10003106	10010924
10003106	10003110
10003112	10003238
10003114	10003115
10003114	10003116
10003114	10011730
10003114	10003118
10003119	10011661
10003119	10011662
10003120	10003123
10003120	10003145
10003120	10003138
10003120	10011738
10003120	10003130
10003120	10003121
10003121	10003122
10003121	10003124
10003121	10003125
10003121	10003126
10003121	10003128
10003121	10003129
10003121	10011748
10003122	10003332
10003122	10003334
10003122	10011750
10003122	10010854
10003122	10010855
10003122	10010856
10003122	10011749
10003123	10011760
10003123	10010860
10003123	10011758
10003123	10011759
10003124	10003254
10003124	10010870
10003124	10011751
10003124	10010862
10003124	10010865
10003124	10010866
10003124	10010868
10003124	10010392
10003125	10010591
10003125	10010872
10003125	10011752
10003125	10010597
10003125	10010873
10003125	10011666
10003125	10010391
10003128	10011753
10003128	10011754
10003128	10011755
10003128	10010869
10003129	10010885
10003129	10011756
10003129	10011757
10003130	10003233
10003130	10003134
10003130	10011762
10003130	10011764
10003130	10003131
10003131	10003376
10003131	10003234
10003131	10003235
10003131	10011761
10003131	10003269
10003131	10003579
10003131	10010910
10003131	10003270
10003131	10003292
10003131	10003570
10003134	10011763
10003134	10003293
10003138	10003139
10003138	10011767
10003138	10003140
10003138	10003141
10003138	10003142
10003139	10010904
10003139	10010905
10003139	10010906
10003141	10010895
10003141	10010896
10003141	10010897
10003141	10010898
10003141	10010899
10003141	10010900
10003141	10010901
10003141	10010902
10003141	10010903
10003145	10011770
10003145	10003146
10003145	10003147
10003145	10011768
10003145	10011769
10003145	10003151
10003146	10010890
10003146	10010891
10003146	10010892
10003146	10010893
10003146	10010894
10003146	10010889
10003147	10010364
10003147	10010365
10003147	10010887
10003147	10010923
10003151	10011771
10003152	10003166
10003152	10003520
10003152	10003517
10003152	10003161
10003152	10003153
10003153	10003155
10003153	10003156
10003153	10003157
10003153	10003158
10003153	10003159
10003153	10003160
10003158	10003452
10003158	10003453
10003161	10003434
10003161	10003162
10003161	10003163
10003161	10003164
10003161	10003165
10003162	10003411
10003162	10003412
10003162	10003413
10003162	10003414
10003163	10003415
10003163	10003416
10003163	10003417
10003163	10003418
10003164	10003420
10003164	10003421
10003164	10003419
10003165	10003422
10003165	10003423
10003165	10003424
10003166	10003167
10003166	10003168
10003166	10003516
10003166	10003171
10003166	10003172
10003190	10003201
10003190	10003205
10003190	10010840
10003190	10003206
10003190	10010841
10003190	10010842
10003190	10010832
10003190	10003191
10003190	10003192
10003190	10003193
10003190	10003194
10003190	10003195
10003192	10003210
10003192	10003398
10003192	10003425
10003192	10003426
10003193	10003427
10003193	10003428
10003193	10003429
10003195	10010836
10003195	10010837
10003195	10010838
10003197	10010822
10003197	10010824
10003197	10010825
10003197	10010826
10003212	10003213
10003212	10003224
10003212	10003214
10003212	10003216
10003219	10003221
10003219	10003222
10003219	10003223
10003219	10003399
10003219	10003215
10003219	10003217
10003219	10003218
10003219	10003183
10003219	10003242
10003227	10003233
10003227	10003245
10003227	10003246
10003227	10003236
10003227	10003447
10003227	10003228
10003227	10010926
10003227	10003392
10003227	10003251
10003227	10003351
10003227	10003241
10003228	10003232
10003228	10003442
10003228	10003229
10003228	10010925
10003228	10003230
10003233	10003288
10003233	10003597
10003233	10003301
10003233	10011765
10003233	10003449
10003233	10011766
10003233	10010922
10003233	10010519
10003236	10003101
10003236	10003237
10003236	10003238
10003236	10003239
10003236	10011559
10003241	10003243
10003241	10003244
10003241	10010843
10003241	10003242
10003247	10003248
10003247	10003249
10003247	10003250
10003251	10003255
10003251	10003256
10003251	10003258
10003251	10003253
10003260	10003277
10003260	10003300
10003260	10003304
10003260	10003309
10003260	10003282
10003260	10003261
10003260	10003272
10003261	10003376
10003261	10003267
10003261	10003269
10003261	10003270
10003261	10003271
10003261	10003263
10003263	10003265
10003263	10003266
10003263	10003262
10003263	10003264
10003272	10003276
10003272	10003273
10003272	10003274
10003272	10003275
10003277	10003278
10003277	10003279
10003277	10003280
10003277	10003281
10003279	10010846
10003279	10010847
10003279	10010848
10003282	10003292
10003282	10003296
10003282	10003550
10003282	10003286
10003286	10003287
10003286	10003288
10003286	10003289
10003286	10003290
10003286	10003291
10003296	10003298
10003296	10003299
10003296	10003449
10003296	10003297
10003300	10003301
10003300	10003302
10003300	10003303
10003304	10003305
10003304	10003306
10003304	10003307
10003304	10003308
10003304	10010849
10003309	10003315
10003309	10010512
10003315	10003314
10003315	10003316
10003317	10003331
10003317	10003365
10003317	10003325
10003317	10003347
10003317	10003359
10003317	10003338
10003317	10003318
10003317	10003371
10003318	10003320
10003318	10003321
10003318	10003323
10003318	10003324
10003318	10011147
10003318	10011148
10003318	10011149
10003318	10003319
10003325	10003326
10003325	10003327
10003325	10003328
10003325	10003329
10003325	10003330
10003331	10003333
10003331	10003336
10003331	10003337
